257,CC,,Mirror lights not working,PPG,2024-06-05,2024-06-10,,,,
258,CC,,Sink in bathroom not working,Swift,2024-06-05,2024-06-10,,,,
259,CC,,ADO not working,Upper Canada,2024-06-05,2024-06-10,,,,
260,CC,,ADO not installed,Upper Canada,2024-06-05,2024-06-10,,,,
261,CC,,Deficient millwork (shelves),Ladson,2024-06-05,2024-06-10,,,,
262,CC,,Missing shower curtain,CCL,2024-06-05,2024-06-10,,,,
263,CC,,Ceiling grille not installed,Benmar,2024-06-05,2024-06-10,,,,
264,CC,,Electrical box open on ceiling,PPG,2024-06-05,2024-06-10,,,,
265,CC,,paint on door frame,Tuygun,2024-06-05,2024-06-10,,,,
266,CC,,Hole in door,Upper Canada,2024-06-05,2024-06-10,,,,
267,CC,,Incomplete millwork (countertop) - completed,Ladson,2024-05-28,2024-06-10,,,,
268,CC,,Missing trim/baseboard,Benmar,2024-05-28,2024-06-10,,,,
269,CC,,Exposed electrical boxes,PPG,2024-05-28,2024-06-10,,,,
271,CC,305A - BATHROOM,Excess cement/grout on floor near entrance,Lab Flooring,2024-05-28,2024-06-10,,,,
272,CC,303 - CORRIDOR,Water fountain not working,Swift,2024-06-05,2024-06-10,,,,
273,CC,,Fire alarm cover to be removed,PPG,2024-05-28,2024-06-10,,,,
274,CC,306 - JANITOR,Paint needed on all walls,Tuygun,2024-05-28,2024-06-10,,,,
275,CC,,Rust forming on beam overhead ,Swift,2024-05-28,2024-06-10,,,,
276,CC,308 - CORRIDOR,Missing PDOs?,Upper Canada,2024-06-05,2024-06-10,,,,
277,CC,,Paint sprinkler pipe,Tuygun,2024-06-05,2024-06-10,,,,
278,CC,,Missing handrail,JDA,2024-06-05,2024-06-10,,,,
279,CC,,Missing trim/baseboard,Benmar,2024-05-28,2024-06-10,,,,
280,CC,,Covering required for electrical boxes,PPG,2024-05-28,2024-06-10,,,,
281,CC,309 - S-L LOCK,Exposed electrical boxes,PPG,2024-05-28,2024-06-10,,,,
282,CC,,Missing trim/baseboard,Benmar,2024-05-28,2024-06-10,,,,
283,CC,310 - CONTROL BOOTH,Incomplete millwork (control desk),Ladson,2024-05-28,2024-06-10,,,,
284,CC,,Multiple missing ceiling tiles,Benmar,2024-05-28,2024-06-10,,,,
287,CC,,Missing panels on catwalk walls,Benmar,2024-05-28,2024-06-10,,,,

